subject,language,abbreviation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb
12,E,,F,25,ball hops,hop,"ball, doctor",,1,2
12,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
12,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
12,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
12,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
12,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
13,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,
13,E,Tu,T,T,tire turns around,turn,"tire, dog",,1,2
13,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
13,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
13,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
13,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
13,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
13,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
13,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3
13,E,2u,E,8,car honks,honk,"car, dog",3,1,2
13,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
13,E,,F,10,car shudders,shudder,car,,1,2
13,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
13,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
13,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
13,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
13,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
13,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
13,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
13,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
13,E,5b,E,19,doctor dances,dance,"doctor, cart",,1,2
13,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
13,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
13,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
13,E,,F,23,tire lies,lie,tire,,1,2
13,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
13,E,,F,25,ball hops,hop,"ball, doctor",,1,2
13,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
13,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
13,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
13,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
13,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
15,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3
15,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
15,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
15,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
15,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
15,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
15,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
15,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,2,1
15,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3
15,E,2u,E,8,car honks,honk,"car, dog",2,1,3
15,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3
15,E,,F,10,car shudders,shudder,car,,1,2
15,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
15,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3
15,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
15,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
15,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
15,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
15,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
15,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
15,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
15,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
15,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
15,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
15,E,,F,23,tire lies,lie,tire,,1,2
15,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3
15,E,,F,25,ball hops,hop,"ball, doctor",,1,2
15,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
15,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
15,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
15,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
15,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
16,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
16,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
16,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
16,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
16,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
16,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
16,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
16,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
16,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
16,E,2u,E,8,car honks,honk,"car, dog",3,1,2
16,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,
16,E,,F,10,car shudders,shudder,car,,1,2
16,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
16,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3
16,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
16,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
16,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
16,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
16,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
16,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
16,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
16,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,
16,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
16,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
16,E,,F,23,tire lies,lie,tire,,1,
16,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
16,E,,F,25,ball hops,hop,"ball, doctor",,1,2
16,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
16,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
16,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
16,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
16,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,
17,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1
17,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
17,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
17,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
17,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
17,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
17,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
17,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
17,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
17,E,2u,E,8,car honks,honk,"car, dog",3,1,2
17,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
17,E,,F,10,car shudders,shudder,car,,1,2
17,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
17,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
17,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
17,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
17,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
17,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
17,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
17,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
17,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
17,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
17,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
17,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
17,E,,F,23,tire lies,lie,tire,,1,2
17,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
17,E,,F,25,ball hops,hop,"ball, doctor",,1,2
17,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
17,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
17,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
17,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
17,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
18,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,3
18,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2
18,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
18,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
18,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
18,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
18,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
18,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
18,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
18,E,2u,E,8,car honks,honk,"car, dog",1,2,3
18,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
18,E,,F,10,car shudders,shudder,car,,1,2
18,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
18,E,6u,E,12,ball hops,hop,"ball, fireman",,1,2
18,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,2,3
18,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
18,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
18,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3
18,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
18,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
18,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
18,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3
18,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
18,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
18,E,,F,23,tire lies,lie,tire,,1,2
18,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
18,E,,F,25,ball hops,hop,"ball, doctor",,1,2
18,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
18,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
18,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
18,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
18,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
19,E,Tb,T,T,woman turns around,turn,"woman, dog",1,3,2
19,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
19,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
19,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
19,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
19,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
19,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
19,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
19,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
19,E,2u,E,8,car honks,honk,"car, dog",3,1,2
19,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
19,E,,F,10,car shudders,shudder,car,,1,2
19,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
19,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
19,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
19,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
19,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
19,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
19,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
19,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
19,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
19,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
19,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
19,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
19,E,,F,23,tire lies,lie,tire,,1,2
19,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
19,E,,F,25,ball hops,hop,"ball, doctor",,1,2
19,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
19,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
19,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
19,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
19,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
20,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
20,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
20,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
20,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
20,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
20,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
20,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
20,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
20,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
20,E,2u,E,8,car honks,honk,"car, dog",1,2,3
20,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
20,E,,F,10,car shudders,shudder,car,,1,2
20,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,
20,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
20,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
20,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
20,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
20,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
20,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
20,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
20,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
20,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
20,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
20,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
20,E,,F,23,tire lies,lie,tire,,1,2
20,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
20,E,,F,25,ball hops,hop,"ball, doctor",,1,2
20,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
20,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
20,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
20,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
20,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
21,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3
21,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
21,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
21,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
21,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
21,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
21,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
21,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,2,1
21,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3
21,E,2u,E,8,car honks,honk,"car, dog",1,2,3
21,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
21,E,,F,10,car shudders,shudder,car,,1,2
21,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
21,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
21,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
21,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
21,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
21,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,1,3
21,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
21,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
21,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
21,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3
21,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
21,E,4b,E,22,farmer sits,sit,"farmer, doctor",2,1,3
21,E,,F,23,tire lies,lie,tire,,1,2
21,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
21,E,,F,25,ball hops,hop,"ball, doctor",,1,2
21,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
21,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
21,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
21,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
21,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
22,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1
22,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
22,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,3,2
22,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
22,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
22,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
22,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
22,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
22,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,
22,E,2u,E,8,car honks,honk,"car, dog",3,1,2
22,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
22,E,,F,10,car shudders,shudder,car,,1,2
22,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,
22,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3
22,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
22,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
22,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
22,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3
22,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
22,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,2,3
22,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
22,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,
22,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
22,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
22,E,,F,23,tire lies,lie,tire,,1,2
22,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3
22,E,,F,25,ball hops,hop,"ball, doctor",,1,2
22,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
22,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
22,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
22,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
22,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
23,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
23,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
23,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
23,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
23,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
23,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
23,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
23,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
23,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
23,E,2u,E,8,car honks,honk,"car, dog",3,1,2
23,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
23,E,,F,10,car shudders,shudder,car,,1,2
23,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
23,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
23,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
23,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
23,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
23,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
23,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
23,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
23,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
23,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
23,E,7u,E,21,tire rolls down the road,roll,"tire, cow",2,1,3
23,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
23,E,,F,23,tire lies,lie,tire,,1,2
23,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
23,E,,F,25,ball hops,hop,"ball, doctor", ,1,2
23,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
23,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
23,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
23,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
23,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
24,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
24,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
24,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
24,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
24,E,3u,E,3,car drives down the hill,drive,"car, cart",2,1,3
24,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
24,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
24,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
24,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
24,E,2u,E,8,car honks,honk,"car, dog",3,1,2
24,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3
24,E,,F,10,car shudders,shudder,car,,1,2
24,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",,1,
24,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
24,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
24,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,
24,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",3,1,2
24,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
24,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
24,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer", ,1,2
24,E,5b,E,19,doctor dances,dance,"doctor, cart",2,1,3
24,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3
24,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
24,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
24,E,,F,23,tire lies,lie,tire,,1,2
24,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
24,E,,F,25,ball hops,hop,"ball, doctor",,1,2
24,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
24,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
24,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
24,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
24,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
25,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,3
25,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
25,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
25,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
25,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
25,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
25,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
25,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
25,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
25,E,2u,E,8,car honks,honk,"car, dog",3,1,2
25,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
25,E,,F,10,car shudders,shudder,car,,1,
25,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,
25,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,
25,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
25,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
25,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
25,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
25,E,10u,E,17,boat smokes,smoke,"boat, dog",,1,2
25,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
25,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
25,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3
25,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,2,1
25,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
25,E,,F,23,tire lies,lie,tire,,1,2
25,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3
25,E,,F,25,ball hops,hop,"ball, doctor",,1,2
25,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
25,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
25,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
25,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
25,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
26,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
26,E,Tu,T,T,tire turns around,turn,"tire, dog",3,2,1
26,E,10b,E,1,sailor smokes,smoke,"sailor, dog",,1,2
26,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
26,E,3u,E,3,car drives down the hill,drive,"car, cart",3,2,1
26,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
26,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
26,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
26,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
26,E,2u,E,8,car honks,honk,"car, dog",3,1,2
26,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
26,E,,F,10,car shudders,shudder,car,,1,2
26,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
26,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
26,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
26,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
26,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
26,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
