"","participant","language","item","category","order","framesetter","topic","verb","verbal_framesetter","verbal_topic","verbal_Verb","Forder_A","Vorder_A","Torder_A","Forder_V","Vorder_V","Torder_V","action_order","verbal_order"
"235","12_D","D","4b","E","22","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"237","12_D","D","2b","E","26","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"239","12_D","D","8b","E","29","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"241","13_D","D","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"242","13_D","D","3u","E","3","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"243","13_D","D","6b","E","4","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"244","13_D","D","4u","E","7","1","3","2",3,1,2,"Ffirst","Vmid","Tlast","Flast","Vmid","Tfirst","FVT","VFT"
"245","13_D","D","2u","E","8","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"246","13_D","D","9b","E","9","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"247","13_D","D","7b","E","11","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"248","13_D","D","6u","E","12","2","3","1",3,1,2,"Fmid","Vfirst","Tlast","Flast","Vmid","Tfirst","TVF","VFT"
"249","13_D","D","3b","E","14","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"250","13_D","D","1b","E","16","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"251","13_D","D","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"252","13_D","D","5b","E","19","2","3","1",3,1,2,"Fmid","Vfirst","Tlast","Flast","Vmid","Tfirst","TVF","VFT"
"253","13_D","D","9u","E","20","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"254","13_D","D","7u","E","21","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"255","13_D","D","4b","E","22","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"256","13_D","D","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"257","13_D","D","2b","E","26","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"258","13_D","D","5u","E","27","1","3","2",3,1,2,"Ffirst","Vmid","Tlast","Flast","Vmid","Tfirst","FVT","VFT"
"259","13_D","D","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"260","13_D","D","1u","E","30","1","3","2",3,1,2,"Ffirst","Vmid","Tlast","Flast","Vmid","Tfirst","FVT","VFT"
"261","15_D","D","10b","E","1","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"262","15_D","D","3u","E","3","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"263","15_D","D","6b","E","4","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"264","15_D","D","4u","E","7","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"265","15_D","D","2u","E","8","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"266","15_D","D","9b","E","9","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"267","15_D","D","7b","E","11","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"268","15_D","D","6u","E","12","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"269","15_D","D","3b","E","14","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"270","15_D","D","1b","E","16","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"271","15_D","D","10u","E","17","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"272","15_D","D","5b","E","19","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"273","15_D","D","9u","E","20","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"274","15_D","D","7u","E","21","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"275","15_D","D","4b","E","22","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"276","15_D","D","8u","E","24","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"277","15_D","D","2b","E","26","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"278","15_D","D","5u","E","27","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"279","15_D","D","8b","E","29","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"281","16_D","D","10b","E","1","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"282","16_D","D","3u","E","3","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"283","16_D","D","6b","E","4","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"284","16_D","D","4u","E","7","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"285","16_D","D","2u","E","8","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"286","16_D","D","9b","E","9","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"287","16_D","D","7b","E","11","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"288","16_D","D","6u","E","12","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"289","16_D","D","3b","E","14","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"290","16_D","D","1b","E","16","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"291","16_D","D","10u","E","17","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"292","16_D","D","5b","E","19","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"293","16_D","D","9u","E","20","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"294","16_D","D","7u","E","21","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"295","16_D","D","4b","E","22","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"296","16_D","D","8u","E","24","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"297","16_D","D","2b","E","26","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"298","16_D","D","5u","E","27","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"299","16_D","D","8b","E","29","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"300","16_D","D","1u","E","30","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"301","17_D","D","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"302","17_D","D","3u","E","3","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"303","17_D","D","6b","E","4","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"304","17_D","D","4u","E","7","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"305","17_D","D","2u","E","8","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"306","17_D","D","9b","E","9","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"307","17_D","D","7b","E","11","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"308","17_D","D","6u","E","12","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"309","17_D","D","3b","E","14","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"310","17_D","D","1b","E","16","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"311","17_D","D","10u","E","17","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"312","17_D","D","5b","E","19","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"313","17_D","D","9u","E","20","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"314","17_D","D","7u","E","21","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"315","17_D","D","4b","E","22","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"316","17_D","D","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"318","17_D","D","5u","E","27","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"319","17_D","D","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"320","17_D","D","1u","E","30","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"321","18_D","D","10b","E","1","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"322","18_D","D","3u","E","3","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"323","18_D","D","6b","E","4","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"324","18_D","D","4u","E","7","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"325","18_D","D","2u","E","8","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"326","18_D","D","9b","E","9","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"327","18_D","D","7b","E","11","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"328","18_D","D","6u","E","12","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"329","18_D","D","3b","E","14","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"330","18_D","D","1b","E","16","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"331","18_D","D","10u","E","17","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"332","18_D","D","5b","E","19","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"333","18_D","D","9u","E","20","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"334","18_D","D","7u","E","21","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"335","18_D","D","4b","E","22","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"336","18_D","D","8u","E","24","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"337","18_D","D","2b","E","26","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"338","18_D","D","5u","E","27","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"339","18_D","D","8b","E","29","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"340","18_D","D","1u","E","30","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"341","19_D","D","10b","E","1","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"342","19_D","D","3u","E","3","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"343","19_D","D","6b","E","4","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"344","19_D","D","4u","E","7","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"345","19_D","D","2u","E","8","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"346","19_D","D","9b","E","9","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"347","19_D","D","7b","E","11","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"348","19_D","D","6u","E","12","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"349","19_D","D","3b","E","14","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"350","19_D","D","1b","E","16","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"351","19_D","D","10u","E","17","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"352","19_D","D","5b","E","19","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"353","19_D","D","9u","E","20","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"354","19_D","D","7u","E","21","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"355","19_D","D","4b","E","22","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"356","19_D","D","8u","E","24","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"357","19_D","D","2b","E","26","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"358","19_D","D","5u","E","27","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"359","19_D","D","8b","E","29","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"360","19_D","D","1u","E","30","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"361","20_D","D","10b","E","1","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"362","20_D","D","3u","E","3","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"363","20_D","D","6b","E","4","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"364","20_D","D","4u","E","7","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"365","20_D","D","2u","E","8","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"366","20_D","D","9b","E","9","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"367","20_D","D","7b","E","11","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"368","20_D","D","6u","E","12","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"369","20_D","D","3b","E","14","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"370","20_D","D","1b","E","16","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"371","20_D","D","10u","E","17","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"372","20_D","D","5b","E","19","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"373","20_D","D","9u","E","20","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"374","20_D","D","7u","E","21","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"375","20_D","D","4b","E","22","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"376","20_D","D","8u","E","24","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"377","20_D","D","2b","E","26","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"378","20_D","D","5u","E","27","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"379","20_D","D","8b","E","29","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"380","20_D","D","1u","E","30","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"381","21_D","D","10b","E","1","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"382","21_D","D","3u","E","3","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"383","21_D","D","6b","E","4","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"384","21_D","D","4u","E","7","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"385","21_D","D","2u","E","8","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"386","21_D","D","9b","E","9","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"387","21_D","D","7b","E","11","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"388","21_D","D","6u","E","12","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"389","21_D","D","3b","E","14","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"390","21_D","D","1b","E","16","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"391","21_D","D","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"393","21_D","D","9u","E","20","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"394","21_D","D","7u","E","21","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"395","21_D","D","4b","E","22","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"396","21_D","D","8u","E","24","2","3","1",3,1,2,"Fmid","Vfirst","Tlast","Flast","Vmid","Tfirst","TVF","VFT"
"397","21_D","D","2b","E","26","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"398","21_D","D","5u","E","27","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"399","21_D","D","8b","E","29","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"400","21_D","D","1u","E","30","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"401","22_D","D","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"402","22_D","D","3u","E","3","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"403","22_D","D","6b","E","4","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"404","22_D","D","4u","E","7","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"405","22_D","D","2u","E","8","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"406","22_D","D","9b","E","9","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"407","22_D","D","7b","E","11","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"408","22_D","D","6u","E","12","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"409","22_D","D","3b","E","14","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"410","22_D","D","1b","E","16","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"411","22_D","D","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"412","22_D","D","5b","E","19","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"413","22_D","D","9u","E","20","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"414","22_D","D","7u","E","21","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"415","22_D","D","4b","E","22","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"416","22_D","D","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"417","22_D","D","2b","E","26","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"418","22_D","D","5u","E","27","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"419","22_D","D","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"420","22_D","D","1u","E","30","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"421","23_D","D","10b","E","1","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"422","23_D","D","3u","E","3","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"423","23_D","D","6b","E","4","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"424","23_D","D","4u","E","7","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"425","23_D","D","2u","E","8","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"426","23_D","D","9b","E","9","2","3","1",1,3,2,"Fmid","Vfirst","Tlast","Ffirst","Vmid","Tlast","TVF","FVT"
"427","23_D","D","7b","E","11","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"428","23_D","D","6u","E","12","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"429","23_D","D","3b","E","14","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"430","23_D","D","1b","E","16","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"431","23_D","D","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"432","23_D","D","5b","E","19","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"433","23_D","D","9u","E","20","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"434","23_D","D","7u","E","21","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"435","23_D","D","4b","E","22","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"436","23_D","D","8u","E","24","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"437","23_D","D","2b","E","26","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"438","23_D","D","5u","E","27","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"439","23_D","D","8b","E","29","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"440","23_D","D","1u","E","30","3","1","2",1,3,2,"Flast","Vmid","Tfirst","Ffirst","Vmid","Tlast","VFT","FVT"
"441","24_D","D","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
